1001,0,All Causes,248220.0781
1001,10,"Communicable, maternal, perinatal and nutritional conditions",90307.52344
1001,20,Infectious and parasitic diseases,29663.63477
1001,30,Tuberculosis,11580.29785
1001,40,STDs excluding HIV,2213.40625
1001,50,Syphilis,2199.407715
1001,60,Chlamydia,2.789958
1001,70,Gonorrhoea,7.177629471
1001,80,Trichomoniasis,0
1001,85,Genital herpes,0
1001,90,Other STDs,4.030968189
1001,100,HIV/AIDS,360.1002502
1001,110,Diarrhoeal diseases,7332.631348
1001,120,Childhood-cluster diseases,2307.720215
1001,130,Whooping cough,218.8576813
1001,140,Diphtheria,21.96257782
1001,150,Measles,770.1829834
1001,160,Tetanus,1296.717041
1001,170,Meningitis,3162.643311
1001,180,Encephalitis,165.1661377
1001,185,Hepatitis,293.4771729
1001,186,Acute hepatitis A,17.90462875
1001,190,Acute hepatitis B,207.133316
1001,200,Acute hepatitis C,3.336700201
1001,205,Acute hepatitis E,65.1025238
1001,210,Parasitic and vector diseases,989.2919312
1001,220,Malaria,268.0000305
1001,230,African trypanosomiasis,0
1001,240,Chagas disease,0
1001,250,Schistosomiasis,0
1001,260,Leishmaniasis,2.978638172
1001,270,Lymphatic filariasis,0
1001,280,Onchocerciasis,0
1001,285,Cysticercosis,26.74200821
1001,295,Echinococcosis,8.30237484
1001,300,Dengue,0.253517866
1001,310,Trachoma,0
1001,315,Yellow fever,0
1001,320,Rabies,683.0153809
1001,330,Intestinal nematode infections,49.7829628
1001,340,Ascariasis,49.7829628
1001,350,Trichuriasis,0
1001,360,Hookworm disease,0
1001,362,Food-bourne trematodes,0
1001,365,Leprosy,3.017493963
1001,370,Other infectious diseases,1206.10083
1001,380,Respiratory infections ,17108.45117
1001,390,Lower respiratory infections,17048.35156
1001,400,Upper respiratory infections,31.20654678
1001,410,Otitis media,28.89164162
1001,420,Maternal conditions,3527.494873
1001,490,Neonatal conditions,39289.84375
1001,500,Preterm birth complications,15361.62402
1001,510,Birth asphyxia and birth trauma,12403.0127
1001,520,Neonatal sepsis and infections,8160.826172
1001,530,Other neonatal conditions,3364.384277
1001,540,Nutritional deficiencies,718.0929565
1001,550,Protein-energy malnutrition,657.4555664
1001,560,Iodine deficiency,11.25699997
1001,570,Vitamin A deficiency,0
1001,580,Iron-deficiency anaemia,4.033503532
1001,590,Other nutritional deficiencies,45.34700012
1001,600,Noncommunicable diseases,109527.6484
1001,610,Malignant neoplasms,19964.7832
1001,620,Mouth and oropharynx cancers,1253.766968
1001,621,Lip and oral cavity,899.3062744
1001,622,Nasopharynx,64.09772491
1001,623,Other pharynx,290.3631287
1001,630,Oesophagus cancer,1404.569824
1001,640,Stomach cancer,1938.996338
1001,650,Colon and rectum cancers,847.3493652
1001,660,Liver cancer,859.401123
1001,661,Liver cancer secondary to hepatitis B,457.04953
1001,662,Liver cancer secondary to hepatitis C,188.8848114
1001,663,Liver cancer secondary to alcohol use,121.4943695
1001,664,Other liver cancer,91.97239685
1001,670,Pancreas cancer,205.2097778
1001,680,"Trachea, bronchus, lung cancers",1104.853271
1001,690,Melanoma and other skin cancers,196.4149323
1001,691,Malignant skin melanoma,78.04408264
1001,692,Non-melanoma skin cancer,118.370842
1001,700,Breast cancer,1932.775635
1001,710,Cervix uteri cancer,628.2387695
1001,720,Corpus uteri cancer,347.8546448
1001,730,Ovary cancer,319.7373657
1001,740,Prostate cancer,231.9108582
1001,742,Testicular cancer,128.2458496
1001,745,Kidney cancer,364.9820862
1001,750,Bladder cancer,363.4083252
1001,751,Brain and nervous system cancers,1149.668945
1001,752,Gallbladder and biliary tract cancer,128.7067108
1001,753,Larynx cancer,294.4976501
1001,754,Thyroid cancer,97.25014496
1001,755,Mesothelioma,10.79558945
1001,760,"Lymphomas, multiple myeloma",1733.872681
1001,761,Hodgkin lymphoma,444.5412292
1001,762,Non-Hodgkin lymphoma,1219.402466
1001,763,Multiple myeloma,69.92914581
1001,770,Leukaemia,1241.812012
1001,780,Other malignant neoplasms,3180.462891
1001,790,Other neoplasms,1091.67041
1001,800,Diabetes mellitus,7056.362305
1001,810,"Endocrine, blood, immune disorders",1649.537842
1001,811,Thalassaemias,48.26940155
1001,812,Sickle cell disorders and trait,823.6550903
1001,813,Other haemoglobinopathies and haemolytic anaemias,180.1878204
1001,814,"Other endocrine, blood and immune disorders",597.4254761
1001,820,Mental and substance use disorders,276.1186829
1001,830,Depressive disorders,0
1001,831,Major depressive disorder,0
1001,832,Dysthymia,0
1001,840,Bipolar disorder,0
1001,850,Schizophrenia,0
1001,860,Alcohol use disorders,93.58679962
1001,870,Drug use disorders,181.9219666
1001,871,Opioid use disorders,140.6477966
1001,872,Cocaine use disorders,8.800453186
1001,873,Amphetamine use disorders,4.736746311
1001,874,Cannabis use disorders,0
1001,875,Other drug use disorders,27.73698235
1001,880,Anxiety disorders,0
1001,890,Eating disorders,0.609916687
1001,900,Autism and Asperger syndrome,0
1001,910,Childhood behavioural disorders,0
1001,911,Attention deficit/hyperactivity syndrome,0
1001,912,Conduct disorder,0
1001,920,Idiopathic intellectual disability,0
1001,930,Other mental and behavioural disorders,0
1001,940,Neurological conditions,3502.908447
1001,950,Alzheimer disease and other dementias,2363.235352
1001,960,Parkinson disease,149.4733582
1001,970,Epilepsy,825.1333618
1001,980,Multiple sclerosis,35.37878799
1001,990,Migraine,0
1001,1000,Non-migraine headache,0
1001,1010,Other neurological conditions,129.6876221
1001,1020,Sense organ diseases,0
1001,1030,Glaucoma,0
1001,1040,Cataracts,0
1001,1050,Uncorrected refractive errors,0
1001,1060,Macular degeneration,0
1001,1070,Other vision loss,0
1001,1080,Other hearing loss,0
1001,1090,Other sense organ disorders,0
1001,1100,Cardiovascular diseases,51243.87109
1001,1110,Rheumatic heart disease,950.6793213
1001,1120,Hypertensive heart disease,1117.049683
1001,1130,Ischaemic heart disease,32120.61719
1001,1140,Stroke,14974.76953
1001,1141,Ischaemic stroke,6898.545898
1001,1142,Haemorrhagic stroke,8076.222656
1001,1150,"Cardiomyopathy, myocarditis, endocarditis",427.9930115
1001,1160,Other circulatory diseases,1652.76355
1001,1170,Respiratory diseases,6714.860352
1001,1180,Chronic obstructive pulmonary disease,4299.135742
1001,1190,Asthma,2143.702148
1001,1200,Other respiratory diseases,272.0222168
1001,1210,Digestive diseases,5469.718262
1001,1220,Peptic ulcer disease,1250.308228
1001,1230,Cirrhosis of the liver,2621.330811
1001,1231,Cirrhosis due to hepatitis B,1095.899658
1001,1232,Cirrhosis due to hepatitis C,485.0186768
1001,1233,Cirrhosis due to alcohol use,170.8495026
1001,1234,Other liver cirrhosis,869.5628052
1001,1240,Appendicitis,298.0133057
1001,1241,Gastritis and duodenitis,16.31133842
1001,1242,Paralytic ileus and intestinal obstruction,337.7663879
1001,1244,Inflammatory bowel disease,48.22912979
1001,1246,Gallbladder and biliary diseases,225.3760376
1001,1248,Pancreatitis,135.4514008
1001,1250,Other digestive diseases,536.9317627
1001,1260,Genitourinary diseases,5540.962891
1001,1270,Kidney diseases,5331.581543
1001,1271,Acute glomerulonephritis,5.388784409
1001,1272,Chronic kidney disease due to diabetes,2014.432007
1001,1273,Other chronic kidney disease,3311.760498
1001,1280,Benign prostatic hyperplasia,0
1001,1290,Urolithiasis,3.094373703
1001,1300,Other urinary diseases,192.8672943
1001,1310,Infertility,0
1001,1320,Gynecological diseases,13.42005825
1001,1330,Skin diseases,118.3071747
1001,1340,Musculoskeletal diseases,170.7940369
1001,1350,Rheumatoid arthritis,41.19448853
1001,1360,Osteoarthritis,0
1001,1370,Gout,0
1001,1380,Back and neck pain,0
1001,1390,Other musculoskeletal disorders,129.5995483
1001,1400,Congenital anomalies,6310.233398
